hits,loadtime,datatransferred,cdn,reference,bot,duration
56,273.72,2.54,Microsoft,Direct,Bot,78.86384655
41,230.82,4.03,DDOS-GUARD,Direct,Human,73.511217
45,236.85,2.98,Beluga,External,Human,82.96227026
46,257.87,3.02,DDOS-GUARD,Direct,Human,77.53670001
51,252.99,4.19,Cloudflare,Direct,Bot,82.82051989
54,233.69,2.64,Beluga,Direct,Bot,98.27923305
56,236.78,2.57,Beluga,Direct,Bot,106.5287786
62,223.91,3.5,DDOS-GUARD,External,Bot,124.9015418
60,247.47,2.61,DDOS-GUARD,External,Bot,101.8577472
56,248.91,3.54,Beluga,External,Bot,98.89637761
40,247.11,2.54,Beluga,Direct,Human,67.64930031
29,257.71,3.01,Microsoft,Direct,Human,27.9271298
44,272.88,2.1,DDOS-GUARD,External,Human,58.03345726
29,256.04,3.02,DDOS-GUARD,Direct,Human,43.41898112
47,232.87,2.75,Beluga,Direct,Human,94.66784202
32,219.26,3.26,Microsoft,External,Human,69.48463328
55,234.89,3.4,Microsoft,External,Bot,97.37590961
56,244.73,3.26,Cloudflare,External,Bot,102.3284656
49,251.06,2.77,DDOS-GUARD,External,Bot,75.52454143
42,241.27,2.7,Microsoft,External,Human,67.65822243
64,242.95,2.85,Microsoft,External,Bot,115.1164845
58,258.36,3.57,DDOS-GUARD,External,Bot,97.98055428
36,256.2,2.55,Cloudflare,External,Human,51.03149274
37,238.74,2.33,Microsoft,Direct,Human,67.33170201
46,254.08,2.4,Beluga,External,Human,75.17733967
49,237.91,2.68,Microsoft,External,Human,91.23525128
37,233.26,2.32,Cloudflare,External,Human,68.52993655
43,244.26,3.05,Beluga,Direct,Human,79.01148812
59,224.48,2.47,DDOS-GUARD,External,Bot,116.2677776
30,232.58,3.41,DDOS-GUARD,Direct,Human,54.84989722
57,231.46,3.26,DDOS-GUARD,External,Bot,115.6105445
43,240.56,3.08,Beluga,External,Human,72.47581155
48,224.84,3.36,Microsoft,Direct,Human,95.97498592
53,240.58,3.46,Microsoft,Direct,Bot,90.19795124
64,241.66,3.3,DDOS-GUARD,Direct,Bot,119.2534935
40,259.31,3.34,Beluga,Direct,Human,61.51312548
49,252.73,3.86,DDOS-GUARD,Direct,Bot,80.52611914
37,190.85,2.45,Microsoft,Direct,Human,97.60001411
46,226.92,2.56,Microsoft,Direct,Human,84.81092903
41,222.44,3.72,Cloudflare,Direct,Human,89.93393865
58,242.93,3.47,Microsoft,External,Bot,110.966384
78,201.39,2.6,Beluga,External,Bot,170.7687492
54,241.38,3.01,DDOS-GUARD,Direct,Bot,98.99028133
52,223.13,2.5,Microsoft,Direct,Human,108.1642133
46,261.46,2.68,Beluga,Direct,Bot,70.54753671
53,256.43,3.13,Cloudflare,Direct,Bot,91.21559118
49,253.75,3.66,Beluga,External,Bot,76.93790765
61,210.59,2.92,Cloudflare,Direct,Bot,122.1613642
38,253.16,3.31,Cloudflare,Direct,Human,56.69801513
48,232.97,2.74,Microsoft,External,Human,102.8839299
53,219.29,2.37,Beluga,Direct,Human,114.817693
38,227.47,2.97,Beluga,Direct,Human,76.85390059
40,241.04,2.32,Cloudflare,External,Human,69.74832851
41,261.68,2.39,Microsoft,Direct,Human,64.74453425
46,228.26,2.82,DDOS-GUARD,External,Human,89.22041629
39,237.86,3.57,Cloudflare,External,Human,71.119737
57,273.28,3.28,DDOS-GUARD,Direct,Bot,79.79080761
52,241.43,2.46,Microsoft,External,Bot,87.83839176
38,268.26,3.35,Microsoft,Direct,Human,50.62054414
35,209.12,3.03,Microsoft,External,Human,75.94767155
42,236.96,2.87,DDOS-GUARD,External,Human,82.52741549
52,263.03,3.03,DDOS-GUARD,Direct,Bot,81.82962984
50,226.85,3.32,Microsoft,External,Human,107.7981727
43,237.79,3.03,Cloudflare,External,Human,74.62160361
44,258.2,2.85,Cloudflare,Direct,Human,66.31498591
50,248.17,2.14,Cloudflare,External,Bot,90.44617226
64,220.87,3.36,Cloudflare,Direct,Bot,134.4010223
36,264.46,3.13,Beluga,Direct,Human,51.89396814
52,252.52,2.63,DDOS-GUARD,Direct,Bot,99.57979764
42,256.93,3.04,Microsoft,Direct,Human,73.84933893
49,235.03,2.38,Beluga,External,Human,101.5940216
53,252.32,2.88,Cloudflare,External,Bot,94.56275204
48,270.83,2.82,DDOS-GUARD,Direct,Bot,68.02047514
44,244.84,2.99,Cloudflare,External,Human,73.5165995
28,256.93,3.01,Beluga,External,Human,42.59551875
61,264.35,4.11,Cloudflare,Direct,Bot,105.0795837
61,248.91,3.18,DDOS-GUARD,External,Bot,100.2668245
46,229.49,3.62,Cloudflare,Direct,Human,90.11576693
47,254.05,2.68,Beluga,External,Human,86.08372565
67,232.17,2.65,Beluga,External,Bot,139.2828413
61,207.01,2.61,DDOS-GUARD,Direct,Bot,125.9215136
61,225.19,2.58,Beluga,Direct,Bot,121.795656
39,277.11,3.81,Cloudflare,External,Human,44.78779381
61,231.48,2.11,Cloudflare,Direct,Bot,121.1412446
61,234.19,2.89,Beluga,External,Bot,116.4362277
56,243.14,3.67,Cloudflare,Direct,Bot,107.8223038
48,232.97,3.21,Microsoft,External,Human,92.03308847
34,246.23,2.46,Beluga,External,Human,61.54800264
46,286.31,3.33,Microsoft,External,Bot,55.7936656
44,251.78,3.09,Microsoft,Direct,Human,66.07503677
52,225.14,3.15,Microsoft,Direct,Human,103.1758778
56,227.32,3.12,Microsoft,External,Bot,110.0289987
55,220.59,2.58,DDOS-GUARD,Direct,Bot,116.330236
61,221.71,2.75,Microsoft,Direct,Bot,123.0852283
48,205.44,3.76,Cloudflare,Direct,Human,107.6200693
43,244.51,3.84,Microsoft,External,Human,79.56311517
50,233.73,2.6,DDOS-GUARD,Direct,Human,96.33052671
46,252.61,2.82,Microsoft,External,Human,71.84783617
46,218.74,2.81,Cloudflare,External,Human,97.65884145
41,217.37,2.42,Beluga,Direct,Human,86.1977161
61,251.08,3.43,Beluga,Direct,Bot,105.016611
60,258.72,2.53,DDOS-GUARD,Direct,Bot,96.66576917
55,193.75,3.13,Microsoft,Direct,Human,121.14175
44,212.08,3.53,Microsoft,Direct,Human,97.24706
56,271.72,2.31,DDOS-GUARD,Direct,Bot,83.28832653
36,253.55,2.53,DDOS-GUARD,Direct,Human,63.68079253
42,220.62,3.11,Cloudflare,Direct,Human,96.72665261
46,244.15,4.15,Microsoft,Direct,Human,78.74724244
54,212.52,3.18,DDOS-GUARD,Direct,Human,118.1798922
56,215.88,3.67,Microsoft,External,Bot,121.2463763
44,241.09,3.23,DDOS-GUARD,Direct,Human,88.45468289
41,254.69,3.33,Microsoft,External,Human,76.90818551
30,280.69,3.01,Microsoft,External,Human,27.26924011
49,261.25,3.02,Beluga,Direct,Bot,78.37031433
58,234.89,2.69,Microsoft,External,Bot,108.787259
59,240.46,3.25,Beluga,External,Bot,114.0612427
42,224.97,2.41,Cloudflare,External,Human,76.92519496
55,231.86,2.68,Microsoft,External,Bot,98.77950333
40,258.04,3.6,Microsoft,Direct,Human,58.79508228
53,228.47,3,Cloudflare,External,Bot,102.5258571
55,254.61,2.56,Cloudflare,External,Bot,83.0073511
53,202.67,2.58,Beluga,Direct,Human,123.4027257
38,241.6,2.86,Microsoft,Direct,Human,72.37355135
38,272.7,3.06,Cloudflare,External,Human,42.19696871
70,244.63,3.14,Beluga,Direct,Bot,122.7648821
62,222.32,2.54,DDOS-GUARD,External,Bot,123.750909
40,250.31,3.38,DDOS-GUARD,External,Human,63.49358
71,249.8,2.51,Microsoft,External,Bot,126.0807741
47,260.55,2.75,Beluga,Direct,Bot,71.10788688
70,253.49,3.14,DDOS-GUARD,Direct,Bot,127.0697037
37,223.91,2.25,Beluga,Direct,Human,74.97604715
53,204.74,2.99,Beluga,External,Human,117.5019074
60,241.75,3.14,DDOS-GUARD,External,Bot,113.5224451
46,227.25,2.54,DDOS-GUARD,External,Human,84.01295791
58,236.64,3.49,DDOS-GUARD,External,Bot,109.1498211
58,235.24,3.38,Cloudflare,Direct,Bot,114.5367059
51,240.42,3.17,DDOS-GUARD,Direct,Bot,102.1727249
62,256.47,3.46,DDOS-GUARD,External,Bot,117.1654428
46,244.59,2.61,Microsoft,External,Human,75.68371644
48,247.25,2.61,Beluga,Direct,Human,80.02606467
40,261.54,2.67,DDOS-GUARD,Direct,Human,61.37849606
44,236.74,3.11,DDOS-GUARD,External,Human,75.7100509
61,194.67,3.49,Microsoft,Direct,Human,143.5739433
49,232,1.96,Microsoft,External,Human,94.97637216
43,263.41,3.2,DDOS-GUARD,Direct,Human,66.79540365
47,248.52,3.5,Microsoft,Direct,Human,80.94835882
52,217.52,3.18,Beluga,Direct,Human,108.9091257
47,213.54,3.1,DDOS-GUARD,External,Human,110.1912111
62,266.36,3.66,Cloudflare,Direct,Bot,107.3652717
58,260.16,2.9,DDOS-GUARD,Direct,Bot,95.15888414
39,223.88,2.58,DDOS-GUARD,External,Human,85.70951859
49,205.82,3.13,DDOS-GUARD,External,Human,102.7649527
46,252.38,2.66,Cloudflare,Direct,Human,78.55838688
58,246.89,3.77,Cloudflare,External,Bot,94.80153981
64,278.56,2.42,Cloudflare,External,Bot,100.7547356
65,253.89,2.67,Cloudflare,Direct,Bot,113.8476608
50,264.32,3.41,Microsoft,External,Bot,72.52337833
44,300.99,2.17,Cloudflare,Direct,Bot,47.50131092
51,203.73,2.47,DDOS-GUARD,External,Human,114.0811088
49,238.08,2.61,Microsoft,External,Human,95.37651256
57,216.58,2.57,Beluga,External,Bot,125.4041101
62,222.15,3.18,Microsoft,Direct,Bot,123.0327593
51,264.42,3.02,Cloudflare,Direct,Bot,83.36875242
58,228.56,3.16,Cloudflare,Direct,Bot,123.0358946
54,245.31,2.96,Microsoft,External,Bot,98.44439098
60,235.79,3.78,Beluga,Direct,Bot,109.5770266
56,234.93,2.52,Cloudflare,External,Bot,111.1046921
37,216.44,2.94,Cloudflare,Direct,Human,75.71185031
54,218.15,2.34,Cloudflare,External,Human,112.2242719
45,228.62,2.88,Microsoft,Direct,Human,77.69381216
56,272.58,2.54,DDOS-GUARD,External,Bot,87.89354072
39,259.01,2.67,DDOS-GUARD,External,Human,44.84837644
39,224.61,3.37,DDOS-GUARD,External,Human,76.94966213
52,248.9,2.91,Cloudflare,Direct,Bot,92.31208804
55,205.2,2.81,Beluga,External,Human,119.2157203
61,242.14,2.29,Microsoft,External,Bot,120.9397852
37,260.98,3.31,Microsoft,Direct,Human,50.0029028
41,249.29,3.42,Microsoft,External,Human,71.10914249
47,252.63,2.79,Beluga,External,Human,76.40745292
49,235.59,2.75,Beluga,External,Human,86.74699595
63,244.63,2.48,Microsoft,Direct,Bot,109.0194184
51,253.39,2.84,Beluga,Direct,Bot,96.64454718
53,265.57,2.36,Cloudflare,External,Bot,78.38169337
44,241.46,2.92,Beluga,External,Human,77.88982655
59,266.6,3.11,Cloudflare,Direct,Bot,90.68161657
50,256.98,2.97,DDOS-GUARD,External,Bot,91.79501063
60,258.15,3.91,Microsoft,Direct,Bot,99.19694802
47,255.12,2.76,Beluga,External,Human,78.70847115
46,258.6,3.12,DDOS-GUARD,Direct,Human,67.90602114
71,230.41,2.09,Beluga,External,Bot,144.1331867
55,227.14,2.91,Cloudflare,Direct,Bot,108.2849285
32,222.63,3.16,Cloudflare,Direct,Human,63.67619359
54,256.89,3.03,Cloudflare,External,Bot,82.49245111
45,216.38,2.44,DDOS-GUARD,Direct,Human,99.81115652
54,190.5,2.61,Microsoft,External,Human,126.9655905
66,218.82,2.45,Microsoft,Direct,Bot,136.7082543
39,215.78,2.66,Beluga,External,Human,77.56771905
46,228.98,2.34,DDOS-GUARD,Direct,Human,86.79559953
59,267.31,2.94,Cloudflare,Direct,Bot,90.04894061
60,239.97,2.94,Microsoft,External,Bot,109.8771934
60,237.63,3.04,Microsoft,Direct,Bot,116.8588729
55,231.41,2.76,Cloudflare,External,Bot,104.1163536
50,216.68,2.45,DDOS-GUARD,External,Human,109.4854638
49,237.89,3.03,DDOS-GUARD,External,Human,92.82078614
41,251.13,2.46,Cloudflare,Direct,Human,62.69278832
55,244.92,3.64,Microsoft,Direct,Bot,97.32540552
39,249.46,3.09,Microsoft,Direct,Human,59.85472047
50,261.17,3.53,DDOS-GUARD,Direct,Bot,86.78952846
66,235.31,2.73,Beluga,External,Bot,117.4861754
60,263.97,2.17,Microsoft,Direct,Bot,95.77437036
57,240.96,3.02,Cloudflare,External,Bot,103.1289817
80,244.95,2.59,Beluga,Direct,Bot,143.546052
42,209.61,3.38,Cloudflare,Direct,Human,101.7720686
50,219.06,3.03,Microsoft,Direct,Human,107.7158164
58,230.74,3.43,Cloudflare,Direct,Bot,113.7050973
57,268.52,3.64,Cloudflare,External,Bot,96.70940667
60,249.43,3.22,Beluga,External,Bot,104.1007669
55,231.92,2.95,DDOS-GUARD,Direct,Bot,104.3250203
56,237.6,3.14,Beluga,Direct,Bot,99.1591918
40,232.8,3.58,Beluga,External,Human,78.34437289
60,257.9,3.12,Beluga,Direct,Bot,103.254793
34,262.15,3.89,Cloudflare,External,Human,47.91786893
47,252.76,2.98,Beluga,Direct,Human,79.12839644
56,230.65,2.69,Cloudflare,Direct,Bot,105.3756961
51,225.95,1.39,Cloudflare,External,Human,98.58726236
48,244.31,2.51,Microsoft,External,Human,88.877121
43,258.15,3.15,Microsoft,Direct,Human,68.45173611
45,246.02,3.09,Microsoft,Direct,Human,68.36621015
55,259.43,2.35,DDOS-GUARD,Direct,Bot,90.13544083
51,243.13,2.83,Beluga,External,Bot,94.95991135
30,231.81,2.78,Beluga,Direct,Human,54.96320354
47,238.18,4.13,Microsoft,Direct,Human,80.58147729
39,234.09,3.8,Microsoft,External,Human,82.14612215
56,262.59,3.02,Beluga,External,Bot,94.40102854
47,224.5,3.4,DDOS-GUARD,Direct,Human,95.64549571
54,213.18,2.69,Microsoft,Direct,Human,109.429727
69,227.13,2.69,Beluga,Direct,Bot,137.9211268
49,229.49,3.54,DDOS-GUARD,Direct,Human,94.44756933
47,242.72,2.88,Beluga,External,Human,87.80942951
41,206.11,4.17,Cloudflare,External,Human,100.0699849
44,247.74,3.65,Cloudflare,External,Human,80.37207005
57,234.86,2.25,Cloudflare,Direct,Bot,104.0987487
56,226.33,3.26,Cloudflare,Direct,Bot,109.9729063
49,237.08,3.38,DDOS-GUARD,Direct,Human,86.83347825
49,262.1,3.77,Microsoft,Direct,Bot,76.65597842
52,272.6,1.49,Beluga,Direct,Bot,77.47432838
56,237.88,2.73,Cloudflare,External,Bot,116.0075193
36,235.33,2.68,Cloudflare,Direct,Human,60.73080352
56,255.56,3.23,DDOS-GUARD,External,Bot,90.1135872
72,236.95,2.61,Microsoft,Direct,Bot,132.8654507
48,255.71,3.44,Microsoft,Direct,Bot,79.83886172
57,244.08,3.26,Beluga,Direct,Bot,98.7899669
50,233.44,3.54,DDOS-GUARD,External,Human,95.3502022
38,242.14,3.02,Microsoft,Direct,Human,68.07247219
44,243.86,2.55,Microsoft,Direct,Human,76.03182868
50,238.75,3.19,Microsoft,Direct,Human,93.29491695
49,236.89,3.36,Cloudflare,External,Human,88.50375848
58,234.79,2.92,DDOS-GUARD,Direct,Bot,108.424221
47,248.75,3.21,Cloudflare,Direct,Human,77.66464254
62,230.63,3.77,DDOS-GUARD,Direct,Bot,123.7186258
49,242.8,2.81,Cloudflare,External,Human,82.65394783
45,240.14,1.82,Beluga,External,Human,88.30737639
38,268.61,2.62,Microsoft,External,Human,60.87811557
62,227.1,3.77,Cloudflare,Direct,Bot,132.7879757
52,243.3,3.15,Beluga,External,Bot,90.97513132
41,235.99,2.91,DDOS-GUARD,External,Human,78.15167298
36,240.46,3.05,DDOS-GUARD,External,Human,60.32605012
51,244.48,3.16,DDOS-GUARD,External,Bot,96.92245715
45,193.65,3.26,Microsoft,Direct,Human,103.1847938
52,262.79,3.18,Beluga,External,Bot,74.54816361
41,231.18,3.51,Cloudflare,External,Human,81.17114213
43,230.41,2.76,Beluga,External,Human,80.82310504
59,236.97,3.39,Cloudflare,Direct,Bot,101.9891007
43,241.69,3.31,Beluga,External,Human,81.71472774
50,239.5,2.31,DDOS-GUARD,Direct,Human,81.73210932
45,235.75,3.35,Microsoft,Direct,Human,88.12766496
50,254.12,3.23,Beluga,External,Bot,79.36795311
62,226.55,2.78,Cloudflare,Direct,Bot,125.8279961
51,220.02,2.68,Cloudflare,Direct,Human,103.8004971
43,217.86,3.37,Microsoft,External,Human,95.0911053
54,240.01,1.7,DDOS-GUARD,Direct,Bot,100.9746328
50,202.68,2.82,DDOS-GUARD,Direct,Human,117.9972562
53,224.56,3.46,Cloudflare,Direct,Human,111.5637539
51,233.5,2.51,Cloudflare,External,Human,99.34667967
43,234.81,2.75,Microsoft,External,Human,84.23819347
22,192.66,3.34,Beluga,External,Human,69.25085281
64,275.78,3,Microsoft,Direct,Bot,102.5110538
66,244.37,2.94,Microsoft,Direct,Bot,125.9447522
45,233.13,3.18,Cloudflare,Direct,Human,83.92839881
41,227.68,2.51,DDOS-GUARD,External,Human,77.75491173
55,239.71,2.85,Microsoft,Direct,Bot,105.8077093
56,228.3,2.38,DDOS-GUARD,Direct,Bot,116.4758813
45,245.34,3.24,Beluga,Direct,Human,77.18790467
58,234.89,2.12,DDOS-GUARD,Direct,Bot,105.6199792
40,228.64,3.59,DDOS-GUARD,Direct,Human,85.93719423
64,232.01,2.57,Cloudflare,Direct,Bot,125.5444512
60,226.76,2.76,Microsoft,Direct,Bot,120.0967001
56,252.87,3.3,Microsoft,Direct,Bot,99.85668413
56,237.72,3.39,Microsoft,Direct,Bot,98.69597087
66,234.96,3.06,Cloudflare,Direct,Bot,129.2220178
52,221.28,2.56,DDOS-GUARD,External,Human,113.9386541
48,211.12,3.18,Microsoft,Direct,Human,97.92468235
45,218.6,2.41,Microsoft,Direct,Human,94.5330643
51,254.53,3.28,DDOS-GUARD,Direct,Bot,89.39415881
60,242.34,3.44,DDOS-GUARD,External,Bot,107.1742531
61,232.72,3.95,Cloudflare,External,Bot,117.0945577
42,261.85,2.91,Microsoft,Direct,Human,58.77825942
47,257.98,2.21,Microsoft,Direct,Bot,78.36938355
47,240.2,3.11,Beluga,External,Human,90.20910213
64,242.91,3.31,Beluga,External,Bot,126.1665008
60,258.06,2.88,Beluga,External,Bot,105.2777093
44,230.36,3.08,Microsoft,External,Human,89.68809382
46,262.38,2.37,Cloudflare,External,Bot,66.04937926
67,266.45,2.5,Beluga,External,Bot,106.4625459
59,201.47,3.67,Beluga,External,Human,127.4212932
50,265.48,2.87,Cloudflare,Direct,Bot,78.85113364
46,243.1,3.15,Cloudflare,External,Human,85.68715566
51,274.13,3.21,DDOS-GUARD,External,Bot,73.4642064
52,230.27,2.57,Beluga,External,Human,101.0688149
52,237.03,2.87,Microsoft,Direct,Bot,104.2354995
40,226.78,3.27,Microsoft,Direct,Human,72.82158739
59,238.61,3.42,Beluga,Direct,Bot,111.9323664
59,201.25,2.52,Cloudflare,External,Human,137.9339048
47,241.48,2.93,Cloudflare,External,Human,81.67547613
59,235.49,4.02,DDOS-GUARD,Direct,Bot,118.4653424
61,236.9,2.37,Microsoft,External,Bot,107.6290819
48,247.92,2.52,Beluga,Direct,Human,83.13199021
46,287.88,2.51,Beluga,Direct,Bot,46.89908593
55,218.91,2.63,Beluga,External,Bot,111.0087377
47,209.3,2.67,DDOS-GUARD,External,Human,97.16022025
47,255.34,2.99,Beluga,Direct,Human,77.04229853
47,236.62,3.78,Microsoft,Direct,Human,95.46510535
64,240.36,2.84,Beluga,Direct,Bot,108.4559337
51,232.25,2.23,Microsoft,External,Human,95.75897464
51,207.31,2.13,Cloudflare,External,Human,106.9155452
40,242.93,2.51,Beluga,External,Human,56.47642864
47,257.46,3.61,Cloudflare,Direct,Bot,73.75285438
49,219.01,3.05,Cloudflare,Direct,Human,106.6888851
50,209.12,2.95,DDOS-GUARD,Direct,Human,117.8733818
60,217.89,3.09,Cloudflare,Direct,Bot,124.0579932
53,238.43,2.34,Microsoft,Direct,Bot,100.7789044
48,257.87,2.65,Beluga,Direct,Bot,90.14298328
50,234.23,3.33,Cloudflare,External,Human,96.5935271
68,293.78,3.02,DDOS-GUARD,Direct,Bot,99.18473672
62,212.97,3.01,Beluga,Direct,Bot,131.1025353
59,226.94,2.53,Microsoft,External,Bot,119.1318909
65,235.98,3.52,Beluga,External,Bot,122.2180957
68,245.11,2.97,DDOS-GUARD,External,Bot,122.2719027
41,245.94,2.96,Beluga,Direct,Human,63.77991134
43,260.33,3.71,Cloudflare,Direct,Human,63.66272174
47,235.41,3.05,DDOS-GUARD,Direct,Human,85.22761131
48,246.62,2.73,Microsoft,External,Human,84.11430665
47,275.85,1.97,DDOS-GUARD,Direct,Bot,62.00250086
58,282.96,2.66,Beluga,Direct,Bot,78.97457046
38,236.35,1.69,DDOS-GUARD,External,Human,68.03996279
49,238.07,2.98,Beluga,Direct,Human,90.26101108
37,243.97,3.7,Beluga,Direct,Human,68.28465376
48,243.77,2.04,Beluga,External,Human,79.63337592
57,231.52,2.91,DDOS-GUARD,Direct,Bot,111.2650182
44,235.74,3.52,Beluga,Direct,Human,81.28778777
29,279.41,3.61,Microsoft,Direct,Human,26.37985877
38,231.12,3.31,Beluga,Direct,Human,73.5439887
61,233.52,3.22,Beluga,External,Bot,119.7958523
41,237.81,2.69,Beluga,Direct,Human,73.05334986
60,265.3,3.15,DDOS-GUARD,Direct,Bot,99.61733676
56,233.19,2.6,Beluga,External,Bot,120.1945991
42,255,4.21,Microsoft,External,Human,68.69829467
38,184.35,3.83,Cloudflare,Direct,Human,97.88135003
55,212.45,3.2,Cloudflare,Direct,Human,112.3619757
58,223.85,2.45,DDOS-GUARD,Direct,Bot,110.1353907
38,225.73,3.02,Microsoft,Direct,Human,82.34882638
49,236.33,2.8,Cloudflare,Direct,Human,93.95132163
62,189.94,3.59,Microsoft,External,Human,150.8839127
55,263.87,3.47,Microsoft,External,Bot,84.61476657
27,245.99,2.7,DDOS-GUARD,Direct,Human,49.85221927
52,245.94,2.78,DDOS-GUARD,Direct,Bot,84.29296029
57,254.58,3.62,DDOS-GUARD,External,Bot,97.50919759
40,230.93,3.42,Microsoft,External,Human,70.49597519
52,249.47,2.64,DDOS-GUARD,External,Bot,87.61785251
56,220.73,3.27,Microsoft,Direct,Bot,114.7148886
60,215.58,3.16,DDOS-GUARD,External,Bot,130.7177793
42,225.49,2.69,Beluga,External,Human,78.41878555
45,239.51,3.09,Beluga,Direct,Human,88.08041619
61,231.13,3.39,Microsoft,Direct,Bot,110.6332946
51,233.92,2.12,Cloudflare,External,Human,99.06946501
56,257.3,3.81,DDOS-GUARD,External,Bot,90.77851104
46,228.39,3.24,Microsoft,External,Human,82.38629342
46,244.76,3.78,Cloudflare,Direct,Human,78.17460768
57,248.56,3.16,Cloudflare,External,Bot,90.6200601
48,234.62,2.77,Beluga,Direct,Human,81.50368912
42,221.15,4.2,Cloudflare,Direct,Human,89.88896012
47,238.09,2.05,Cloudflare,Direct,Human,87.15419016
50,231.91,2.74,DDOS-GUARD,Direct,Human,99.81722946
35,258.37,3.17,Cloudflare,External,Human,54.03464653
44,240.18,2.43,Microsoft,Direct,Human,78.41893101
58,181.23,3.73,Beluga,External,Human,150.8011042
50,253.32,2.52,Beluga,External,Bot,81.51358009
47,229.33,3.33,DDOS-GUARD,External,Human,89.26619449
61,219.85,2.46,Beluga,Direct,Bot,118.9713961
51,223.82,3.17,DDOS-GUARD,Direct,Human,105.3847011
55,240.02,3.09,Microsoft,Direct,Bot,108.6026986
44,264.66,2.83,Microsoft,External,Human,65.38095587
50,250.39,2.72,DDOS-GUARD,Direct,Bot,83.84143665
49,224.73,3.11,Beluga,Direct,Human,101.7583499
44,277.22,1.96,Beluga,External,Bot,61.06554318
47,212.74,2.8,Microsoft,External,Human,101.2757212
53,233.71,2.64,Cloudflare,External,Bot,100.0993208
50,236.69,2.88,Beluga,External,Human,88.84401401
35,262.13,3.07,Beluga,Direct,Human,52.62359833
25,221.5,3.06,Cloudflare,Direct,Human,54.41098269
45,230.82,3.11,DDOS-GUARD,External,Human,87.71187825
46,210.75,3.11,Microsoft,External,Human,101.4600944
41,253.83,3.86,DDOS-GUARD,External,Human,75.57823211
36,234.33,3.14,DDOS-GUARD,Direct,Human,64.54378156
